,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
57,4518803710,Easy Run,2020-12-26T10:32:05Z,Run,5501.3,2238,2238,63.0,"[52.461541, -2.146968]",garmin_push_6004422115
58,4516666288,Indoor Ride,2020-12-25T17:42:00Z,Ride,11586.9,1869,1869,0,,garmin_push_6002015067
59,4511792721,Tempo Run,2020-12-24T10:59:30Z,Run,10013.8,3601,3723,0.0,"[52.480041, -1.933843]",garmin_push_5996878351
60,4509256671,Strength Training,2020-12-23T17:43:08Z,WeightTraining,0.0,2739,2739,0,,garmin_push_5994315818
61,4503582424,Intervals 🥵 padded with easy run,2020-12-22T10:28:03Z,Run,13313.5,5318,5684,48.5,"[52.467678, -2.15566]",garmin_push_5988483066
62,4499687936,Easy Run,2020-12-21T10:57:04Z,Run,9211.5,4224,4399,89.6,"[52.464018, -2.143566]",garmin_push_5984447852
63,4490036913,Long Slow Run,2020-12-19T08:43:07Z,Run,14135.6,6352,6608,129.2,"[52.464026, -2.143519]",garmin_push_5974778687
64,4482934835,Easy Run,2020-12-17T12:01:16Z,Run,6472.9,2701,2714,84.4,"[52.463878, -2.143575]",garmin_push_5967384108
65,4478263107,Tough 5k,2020-12-16T08:00:55Z,Run,5008.0,1644,1648,25.6,"[52.460953, -2.149972]",garmin_push_5962523918
66,4474056673,Easy Run,2020-12-15T07:10:36Z,Run,10530.9,4655,4675,90.8,"[52.463066, -2.143141]",garmin_push_5958248706
67,4471316253,Afternoon Walk,2020-12-14T13:26:34Z,Walk,5723.5,3390,3390,64.2,"[52.464003, -2.143674]",garmin_push_5955385426
68,4467575109,Very slow jog,2020-12-13T13:29:59Z,Run,10018.1,4492,4541,46.6,"[52.463255, -2.143179]",garmin_push_5951487471
69,4462873237,Afternoon Walk with Rachel,2020-12-12T14:43:11Z,Walk,2621.5,2546,2811,77.2,"[52.479958, -2.098426]",garmin_push_5946767923
70,4457313954,Morning Run,2020-12-11T07:57:52Z,Run,4174.5,1534,1534,47.3,"[52.464105, -2.143468]",garmin_push_5940980314
71,4453481705,Morning Run,2020-12-10T09:22:42Z,Run,6788.9,2530,2574,68.8,"[52.464812, -2.143793]",garmin_push_5937054362
72,4449296154,Morning Ride,2020-12-09T07:56:00Z,Ride,28738.8,5131,5762,252.0,"[52.464056, -2.143788]",garmin_push_5932744178
73,4438399037,Afternoon Run,2020-12-06T15:25:08Z,Run,5864.5,2360,2370,84.3,"[52.463934, -2.143535]",garmin_push_5921464936
74,4433781916,Afternoon Run,2020-12-05T16:35:00Z,Run,6858.7,2650,2809,87.1,"[52.464041, -2.14373]",garmin_push_5916885965
75,4423543463,Morning Run,2020-12-03T07:49:30Z,Run,4164.6,1478,1485,49.2,"[52.464069, -2.143464]",garmin_push_5906418921
76,4414899699,Morning Run,2020-12-01T08:24:05Z,Run,5007.5,1699,1712,18.3,"[52.461577, -2.148511]",garmin_push_5897743662
77,4407447177,Lunch Run,2020-11-29T12:53:43Z,Run,6678.3,2465,2546,73.7,"[52.465057, -2.150536]",garmin_push_5890198524
78,4396434238,Morning Ride,2020-11-27T07:09:27Z,Ride,19199.8,3833,4448,268.4,"[52.464025, -2.14379]",garmin_push_5879435334
79,4391875849,Up the nine locks,2020-11-26T07:10:01Z,Run,5884.9,2181,2246,61.5,"[52.464836, -2.143782]",garmin_push_5874952305
80,4382976915,Morning Run,2020-11-24T08:24:10Z,Run,8485.8,3102,3186,68.0,"[52.464901, -2.143931]",garmin_push_5866194679
81,4375754332,Run / walk round Highgate Common,2020-11-22T14:50:22Z,Run,6105.5,2632,2926,62.9,"[52.504861, -2.244749]",garmin_push_5859005641
82,4368917800,Morning Ride,2020-11-21T10:52:49Z,Ride,33379.8,6380,7051,368.6,"[52.464013, -2.143796]",garmin_push_5852566139
83,4363269419,Morning Run,2020-11-20T06:56:07Z,Run,7515.6,2758,2767,71.8,"[52.46343, -2.142001]",garmin_push_5847010519
84,4354273564,Morning Run,2020-11-18T07:23:01Z,Run,7007.5,2518,2523,49.1,"[52.464508, -2.147264]",garmin_push_5838047321
85,4342045281,Lunch Ride,2020-11-15T11:26:35Z,Ride,49500.1,9378,11122,515.2,"[52.464004, -2.143776]",garmin_push_5825867019
86,4337460354,Wet and muddy run round Highgate common,2020-11-14T16:11:35Z,Run,5045.7,2255,2389,53.3,"[52.503294, -2.238477]",garmin_push_5821287939
87,4325793603,Morning Run,2020-11-12T07:02:15Z,Run,7517.3,2676,2676,62.2,"[52.464215, -2.14814]",garmin_push_5809633585
88,4318331500,Afternoon Ride,2020-11-10T15:43:39Z,Ride,30128.0,5390,5785,264.0,"[52.464066, -2.143561]",garmin_push_5802314853
89,4311504202,Morning Run,2020-11-09T07:57:01Z,Run,5015.0,1770,1770,40.2,"[52.462722, -2.143957]",garmin_push_5795436818
90,4301226409,Morning Ride,2020-11-07T09:36:32Z,Ride,39780.1,7440,8816,408.2,"[52.464073, -2.143584]",garmin_push_5785571590
91,4297976980,Afternoon walk,2020-11-06T16:48:45Z,Walk,4797.4,2908,2908,82.5,"[52.464028, -2.143588]",garmin_push_5782383750
92,4295893202,Morning Walk,2020-11-06T08:37:17Z,Walk,2039.3,1670,1778,33.6,"[52.463985, -2.143629]",garmin_push_5780325018
93,4285787461,Afternoon Run,2020-11-04T16:31:28Z,Run,5036.3,1866,1906,38.0,"[52.463217, -2.144621]",garmin_push_5772934370
94,4279388462,Walk / run,2020-11-03T09:01:23Z,Walk,4777.2,2270,2270,83.8,"[52.464086, -2.143574]",garmin_push_5766382394
95,4274709229,Morning Activity,2020-11-02T08:09:44Z,Walk,1197.7,701,701,13.3,"[52.464043, -2.143529]",garmin_push_5761518582
96,4273014017,Afternoon Run,2020-11-01T17:06:59Z,Run,3237.7,1223,1229,50.7,"[52.464803, -2.1438]",garmin_push_5759713084
97,4267858497,Afternoon walk,2020-10-31T16:49:39Z,Walk,5128.9,3168,3168,97.8,"[52.464005, -2.143661]",garmin_push_5754368325
98,4263539008,Night walk with Daniel and Bethia,2020-10-30T19:05:41Z,Walk,4036.4,3549,3725,75.6,"[52.464012, -2.143578]",garmin_push_5749832029
99,4257955026,Morning walk,2020-10-29T09:09:14Z,Walk,4775.0,2779,2779,86.0,"[52.464061, -2.143599]",garmin_push_5743793935
100,4254892371,Afternoon walk,2020-10-28T15:34:59Z,Walk,4810.9,2831,2831,85.0,"[52.464037, -2.143661]",garmin_push_5740630847
101,4250846910,Everything walk,2020-10-27T16:48:49Z,Workout,4837.9,3034,3034,80.6,"[52.464003, -2.143628]",garmin_push_5736389150
102,4250591913,KBs etc,2020-10-27T16:30:20Z,Workout,142.3,134,772,0.0,"[52.464084, -2.143664]",garmin_push_5736105276
103,4244965914,Short KB & walk,2020-10-26T08:06:18Z,Walk,2161.4,1487,1890,32.5,"[52.46404, -2.14361]",garmin_push_5729911847
104,4243035720,Afternoon Run,2020-10-25T16:44:32Z,Run,3228.9,1202,1202,39.9,"[52.46568, -2.140575]",garmin_push_5727788454
105,4223185200,Turbo trainer,2020-10-21T07:27:28Z,VirtualRide,138.3,2599,2599,0,,garmin_push_5706674875
106,4215653676,Walk with Rachel,2020-10-19T11:42:20Z,Walk,6082.5,5131,6430,167.0,"[52.443013, -2.239062]",garmin_push_5698721013
107,4212043096,Walk/Run,2020-10-18T14:23:57Z,Run,8233.5,4921,4993,68.2,"[52.464075, -2.143705]",garmin_push_5694921945
108,4205798350,Morning Ride,2020-10-17T08:55:31Z,Ride,46832.1,9235,12258,615.9,"[52.464056, -2.143538]",garmin_push_5688678562
109,4201313285,Morning walk,2020-10-16T08:33:09Z,Walk,4102.0,2865,2937,37.3,"[52.464036, -2.143753]",garmin_push_5683928321
110,4197072372,KB workout & short run,2020-10-15T07:36:46Z,Workout,2423.1,919,2571,30.8,"[52.463989, -2.143755]",garmin_push_5679495452
111,4190894097,Kettlebells etc,2020-10-13T19:45:34Z,Workout,0.0,1245,1245,0,,garmin_push_5673212549
112,4188437954,Morning Walk,2020-10-13T08:55:09Z,Walk,1004.5,732,732,12.5,"[52.463997, -2.143734]",garmin_push_5670492153
113,4180537242,Morning Ride,2020-10-11T09:21:05Z,Ride,56379.9,10494,12597,532.3,"[52.464029, -2.143578]",garmin_push_5662378947
114,4177495380,Evening Walk,2020-10-10T18:40:14Z,Walk,2737.1,1951,1951,33.5,"[52.463927, -2.143813]",garmin_push_5659283364
115,4166716017,Morning Run,2020-10-08T07:52:05Z,Run,4042.3,1415,1415,49.6,"[52.464981, -2.1437]",garmin_push_5648025142
116,4166715796,Kettlebells etc  extended warmup,2020-10-08T07:35:28Z,Workout,0.0,624,624,0,,garmin_push_5648024850
117,4162190070,Morning Ride,2020-10-07T07:54:19Z,Ride,22334.7,4472,5177,136.3,"[52.464059, -2.143534]",garmin_push_5643341230
118,4157505257,Kettlebells etc,2020-10-06T08:18:19Z,Workout,0.0,2911,2911,0,,garmin_push_5638511466
119,4155730814,Strength training,2020-10-05T20:17:59Z,WeightTraining,0.0,1432,1432,0,,garmin_push_5636759836
120,4153202423,Morning Ride,2020-10-05T07:15:34Z,Ride,14692.3,2678,2932,167.2,"[52.464059, -2.143578]",garmin_push_5633932830
121,4152426507,Walk with Rachel,2020-10-04T16:14:00Z,Walk,5624.3,5421,5682,108.8,"[52.53529, -2.151922]",garmin_push_5631948316
122,4146189283,Kettlebells and bodyweight workout,2020-10-03T16:40:09Z,Workout,0.0,1900,1900,0,,garmin_push_5626728450
123,4135880520,Morning Run,2020-10-01T07:11:46Z,Run,7237.5,2678,2682,58.8,"[52.464794, -2.143821]",garmin_push_5615810005
124,4127535005,Lunch Run,2020-09-29T12:25:26Z,Run,3494.8,1162,1165,49.5,"[52.464098, -2.143497]",garmin_push_5607191146
125,4113335231,Morning Run,2020-09-26T09:35:06Z,Run,11780.7,4378,4440,137.2,"[52.463289, -2.143176]",garmin_push_5592663474
126,4104880212,Morning Run,2020-09-24T07:41:28Z,Run,9838.9,3673,3820,119.4,"[52.462295, -2.143658]",garmin_push_5583841475
127,4092648293,HIIT,2020-09-21T16:41:40Z,Workout,0.0,2010,2010,0,,garmin_push_5571001075
128,4083797103,HIIT,2020-09-19T19:24:48Z,Workout,188.3,200,976,0.0,"[52.463962, -2.143798]",garmin_push_5561750743
129,4073306962,Legs and core strength workout,2020-09-17T15:22:53Z,Workout,678.0,1122,2020,0.0,"[52.463899, -2.143693]",garmin_push_5550889554
130,4052795078,Great North Run - virtual half marathon,2020-09-13T09:30:03Z,Run,21116.8,7304,7304,17.1,"[52.461062, -2.20559]",garmin_push_5529621806
131,4045365198,Jog/walk trailing bike with flat tyre,2020-09-11T19:39:26Z,Walk,8537.2,4529,4892,29.0,"[52.53353, -2.186962]",garmin_push_5521979421
132,4045127897,Evening Ride,2020-09-11T18:45:36Z,Ride,7762.3,1711,1870,38.0,"[52.586203, -2.17357]",garmin_push_5521716201
133,4036298860,Evening Run,2020-09-09T19:01:44Z,Run,9265.3,3343,3491,69.6,"[52.463418, -2.149933]",garmin_push_5512528890
134,4028199074,Morning Run,2020-09-08T05:46:04Z,Run,5299.7,1854,1854,38.9,"[52.4623, -2.143613]",garmin_push_5503939079
135,4019236063,1k Intervals 🥵,2020-09-06T09:52:00Z,Run,7819.7,2804,2903,57.5,"[52.463165, -2.143132]",garmin_push_5494810772
136,4008988344,Morning Run,2020-09-04T07:19:05Z,Run,10861.6,4224,4255,118.1,"[52.460999, -2.149248]",garmin_push_5484589918
137,4005140330,Canal ride with Rachel,2020-09-03T11:10:54Z,Ride,14281.3,5109,6672,9.5,"[52.461528, -2.205516]",garmin_push_5480710886
138,3992833221,Evening Run,2020-08-31T19:00:31Z,Run,12315.2,4810,4982,154.0,"[52.463328, -2.149876]",garmin_push_5468136453
139,3980967526,Morning Run,2020-08-29T09:16:30Z,Run,20057.0,7170,7322,75.6,"[52.460965, -2.150686]",garmin_push_5456218243
140,3976629170,Steady 6k,2020-08-28T09:29:00Z,Run,6017.5,2042,2042,34.6,"[52.461626, -2.147176]",garmin_push_5451597959
141,3969911790,Evening Run with SRC,2020-08-26T18:59:30Z,Run,10293.5,3649,3872,115.3,"[52.463514, -2.149973]",garmin_push_5444753893
142,3960500845,Evening Run,2020-08-24T18:59:22Z,Run,11902.9,4375,4643,101.9,"[52.463559, -2.149991]",garmin_push_5434950501
143,3955376049,Short jog with Isy on bike,2020-08-23T16:25:58Z,Run,4314.5,2018,2099,52.7,"[52.46413, -2.1434]",garmin_push_5429459613
144,3948212013,Morning Run,2020-08-22T07:48:42Z,Run,18552.6,7079,7312,184.9,"[52.464037, -2.143555]",garmin_push_5422055170
145,3943713755,Morning Run,2020-08-21T05:54:44Z,Run,5019.0,1760,1760,16.7,"[52.460971, -2.150022]",garmin_push_5417051918
146,3939072706,Short interval session then hills,2020-08-20T06:07:01Z,Run,10046.2,4059,4501,134.5,"[52.463822, -2.145575]",garmin_push_5412265748
147,3929294926,Bunkers Hill with Tim,2020-08-18T07:00:34Z,Run,7156.2,2819,2888,152.5,"[52.444089, -2.185279]",3ef8d11a-e21f-4595-b92e-cefd5f8268fa-activity.fit
148,3925560273,Ride with Christopher back from Andy's,2020-08-17T11:52:52Z,Ride,4726.1,1665,2244,56.8,"[52.463989, -2.143783]",garmin_push_5398302746
149,3925372169,"Walk/ run with Andy, Oli, Christopher & Tim",2020-08-17T11:04:44Z,Walk,3378.7,2005,2005,21.2,"[52.477997, -2.159337]",garmin_push_5398092595
150,3925251777,"Ride with Christopher to meet Tim, Andy and Oli",2020-08-17T09:42:07Z,Ride,8327.8,2634,4269,68.9,"[52.478676, -2.159358]",garmin_push_5397959372
151,3915134729,Long run with Tim,2020-08-15T07:59:26Z,Run,18501.1,7055,7386,207.2,"[52.464064, -2.143473]",garmin_push_5387694109
152,3910686423,Morning Ride,2020-08-14T09:20:07Z,Ride,2564.3,702,756,35.4,"[52.464032, -2.14376]",garmin_push_5383062626
153,3910451239,Morning Run,2020-08-14T07:30:11Z,Run,6891.0,2732,2965,125.1,"[52.447838, -2.161462]",garmin_push_5382800994
154,3910277746,Morning Ride,2020-08-14T07:07:18Z,Ride,2793.9,614,688,21.9,"[52.447782, -2.161247]",garmin_push_5382608400
155,3900833097,Morning Run,2020-08-12T06:44:15Z,Run,10038.0,3575,3578,62.6,"[52.464138, -2.143562]",garmin_push_5372849643
156,3886067143,Morning Run,2020-08-09T07:10:08Z,Run,12744.7,4754,4829,123.2,"[52.463982, -2.143546]",garmin_push_5357620546
157,3881330104,Threshold Run,2020-08-08T09:10:29Z,Run,4115.8,1324,1330,41.9,"[52.464096, -2.143446]",garmin_push_5352825164
158,3871750826,Walk / Run,2020-08-06T06:12:38Z,Walk,13143.7,7048,7311,188.5,"[52.464033, -2.14364]",garmin_push_5342889457
159,3866651769,Morning Run,2020-08-05T07:14:22Z,Run,8386.7,3282,3335,137.3,"[52.46397, -2.143585]",garmin_push_5337639645
160,3861730696,Morning Walk,2020-08-04T07:29:14Z,Walk,7818.7,5648,5833,127.7,"[52.46404, -2.14356]",garmin_push_5332591441
161,3856699829,Morning Walk,2020-08-03T06:58:38Z,Walk,2431.6,1730,1730,35.7,"[52.464054, -2.143502]",garmin_push_5327285330
162,3854117160,Afternoon Run,2020-08-02T14:45:39Z,Run,15075.5,5910,5913,157.8,"[52.46405, -2.143542]",garmin_push_5324641597
163,3841862131,Run/Walk,2020-07-31T06:33:48Z,Run,9643.8,4225,4306,62.7,"[52.464044, -2.143535]",garmin_push_5311060145
164,3831591514,Morning Walk,2020-07-29T07:27:11Z,Walk,5055.1,3608,3922,85.7,"[52.464048, -2.143573]",garmin_push_5299045408
165,3825782755,Morning Run,2020-07-28T06:59:22Z,Run,5106.5,1720,1720,18.9,"[52.461186, -2.15293]",A7S65922.fit
166,3813791774,Morning Run,2020-07-26T08:11:31Z,Run,13783.8,5280,5468,136.2,"[52.463997, -2.143512]",A7Q81131.fit
